Poder de la Unión,Persona Candidata,CurriculumV Persona Candidata
"Poder Ejecutivo, Poder Judicial",LUIS EDGARDO SERRALDE MORENO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_EDGARDO_SERRALDE_MORENO_55043.pdf
Poder Legislativo,CYNTHIA LIZETT AGUIRRE JARAMILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CYNTHIA_LIZETT_AGUIRRE_JARAMILLO_52221.pdf
Poder Legislativo,ALONDRA ALVAREZ AMARAL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALONDRA_ALVAREZ_AMARAL_52153.pdf
Poder Ejecutivo,DULCE CONCEPCION ARIAS GARAY,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DULCE_CONCEPCION_ARIAS_GARAY_52311.pdf
Poder Judicial,KARINA ISELA DIAZ GUZMAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KARINA_ISELA_DIAZ_GUZMAN_53000.pdf
Poder Legislativo,ANA KARLA GONZALEZ LOBO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANA_KARLA_GONZALEZ_LOBO_53426.pdf
Poder Judicial,CECILIA GUTIERREZ MOJARRO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CECILIA_GUTIERREZ_MOJARRO_53383.pdf
Poder Legislativo,GISELLE EDITH JIMENEZ MERCADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GISELLE_EDITH_JIMENEZ_MERCADO_53625.pdf
Poder Legislativo,LORENA MAYELA LANDEROS SOLORIO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LORENA_MAYELA_LANDEROS_SOLORIO_53608.pdf
"Poder Ejecutivo, Poder Legislativo",CIELO AGUAMARINA LEDEZMA VERDIN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CIELO_AGUAMARINA_LEDEZMA_VERDIN_53599.pdf
Poder Legislativo,YANINA SILVA ANGUIANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YANINA_SILVA_ANGUIANO_55608.pdf
Poder Ejecutivo,MIRIAM TELLO BAÑUELOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIRIAM_TELLO_BAÑUELOS_55330.pdf
Poder Legislativo,ABEL ASCENCIO LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ABEL_ASCENCIO_LOPEZ_52367.pdf
Poder Ejecutivo,EDGAR IVAN ASCENCIO LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDGAR_IVAN_ASCENCIO_LOPEZ_52366.pdf
"Poder Ejecutivo, Poder Legislativo",LUIS ALBERTO CASTELLANOS DE LA CRUZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_ALBERTO_CASTELLANOS_DE_LA_CRUZ_52643.pdf
Poder Legislativo,DAVID FERNANDO CASTILLON DUEÑAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DAVID_FERNANDO_CASTILLON_DUEÑAS_52839.pdf
Poder Legislativo,JORGE GERARDO CERVANTES VILLASEÑOR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_GERARDO_CERVANTES_VILLASEÑOR_53456.pdf
Poder Legislativo,FERNANDO DELGADILLO GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FERNANDO_DELGADILLO_GONZALEZ_52741.pdf
Poder Ejecutivo,JULIO EDUARDO DIAZ SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JULIO_EDUARDO_DIAZ_SANCHEZ_53065.pdf
Poder Ejecutivo,ASAEL FRANCISCO SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ASAEL_FRANCISCO_SANCHEZ_53297.pdf
"Poder Ejecutivo, Poder Judicial",CARLOS GAITAN ESTRADA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_GAITAN_ESTRADA_52990.pdf
"En Funciones, Poder Ejecutivo",UBALDO GARCIA ARMAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/UBALDO_GARCIA_ARMAS_53003.pdf
Poder Judicial,JORGE GARCIA DE ALBA HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_GARCIA_DE_ALBA_HERNANDEZ_53107.pdf
"En Funciones, Poder Judicial",RAUL OCTAVIO GONZALEZ CERVANTES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAUL_OCTAVIO_GONZALEZ_CERVANTES_53443.pdf
"Poder Ejecutivo, Poder Judicial",FABIAN ROBERTO GUERRERO SANTILLAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FABIAN_ROBERTO_GUERRERO_SANTILLAN_53537.pdf
Poder Legislativo,FRANCISCO MARTIN HERNANDEZ ZARAGOZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_MARTIN_HERNANDEZ_ZARAGOZA_53540.pdf
Poder Ejecutivo,CARLOS FRANCISCO LOPEZ REYNA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_FRANCISCO_LOPEZ_REYNA_54132.pdf
Poder Judicial,JOSE ANTONIO MAGAÑA JIMENEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ANTONIO_MAGAÑA_JIMENEZ_54138.pdf
Poder Ejecutivo,ARMANDO MARQUEZ ALVAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ARMANDO_MARQUEZ_ALVAREZ_53650.pdf
Poder Ejecutivo,VICTOR HUGO MARQUEZ ORTEGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTOR_HUGO_MARQUEZ_ORTEGA_53649.pdf
Poder Legislativo,GILBERTO MARTINEZ HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GILBERTO_MARTINEZ_HERNANDEZ_54157.pdf
Poder Legislativo,SERGIO ENRIQUE MEDRANO COVARRUBIAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SERGIO_ENRIQUE_MEDRANO_COVARRUBIAS_54579.pdf
Poder Legislativo,RAMON ALONSO MEJIA GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAMON_ALONSO_MEJIA_GARCIA_53984.pdf
Poder Judicial,ANTONIO RODRIGO MORTERA DIAZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANTONIO_RODRIGO_MORTERA_DIAZ_54246.pdf
Poder Judicial,EDGAR ALAN PARADA VILLARREAL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDGAR_ALAN_PARADA_VILLARREAL_54483.pdf
"Poder Judicial, Poder Legislativo",SALVADOR ROMERO ESPINOSA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SALVADOR_ROMERO_ESPINOSA_54989.pdf
Poder Legislativo,JOSE LUIS ZAVALA GAETA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_LUIS_ZAVALA_GAETA_55286.pdf
Poder Legislativo,GUADALUPE ALEJANDRA DE ANDA DELGADILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GUADALUPE_ALEJANDRA_DE_ANDA_DELGADILLO_52558.pdf
Poder Legislativo,ARACELI DIAZ ESPARZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ARACELI_DIAZ_ESPARZA_52999.pdf
Poder Ejecutivo,ROSA LUZ GOMEZ MARQUINA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROSA_LUZ_GOMEZ_MARQUINA_53176.pdf
Poder Legislativo,NADIA CECILIA LUPITA LICON GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NADIA_CECILIA_LUPITA_LICON_GONZALEZ_54263.pdf
Poder Ejecutivo,LETICIA MARAVILLA NUÑEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LETICIA_MARAVILLA_NUÑEZ_53742.pdf
Poder Ejecutivo,TERESA MARQUEZ SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/TERESA_MARQUEZ_SANCHEZ_53767.pdf
Poder Judicial,MARIA EUGENIA MARTINEZ TORRES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_EUGENIA_MARTINEZ_TORRES_54274.pdf
Poder Legislativo,FABIOLA MORENO PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FABIOLA_MORENO_PEREZ_54242.pdf
Poder Judicial,MARIANA CAROLINA OCEGUEDA ALVAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIANA_CAROLINA_OCEGUEDA_ALVAREZ_54821.pdf
Poder Legislativo,ALMA ANGELINA RUIZ SANTOSCOY,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALMA_ANGELINA_RUIZ_SANTOSCOY_54378.pdf
Poder Ejecutivo,SALVADOR ALCARAZ MUNGUIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SALVADOR_ALCARAZ_MUNGUIA_52256.pdf
"Poder Ejecutivo, Poder Legislativo",FRANCISCO JAVIER CARDENAS NARANJO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_JAVIER_CARDENAS_NARANJO_52539.pdf
"Poder Judicial, Poder Legislativo",RAFAEL COVARRUBIAS MERCADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAFAEL_COVARRUBIAS_MERCADO_52924.pdf
En Funciones,VICTOR MANUEL FLORES JIMENEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTOR_MANUEL_FLORES_JIMENEZ_53356.pdf
En Funciones,MARCO ANTONIO FUERTE TAPIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARCO_ANTONIO_FUERTE_TAPIA_52988.pdf
Poder Ejecutivo,IBAN GARCIA GALINDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IBAN_GARCIA_GALINDO_53219.pdf
En Funciones,JOSE LUIS GOMEZ AVILES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_LUIS_GOMEZ_AVILES_53125.pdf
Poder Legislativo,CHRISTOPHER DANIEL MARQUEZ GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CHRISTOPHER_DANIEL_MARQUEZ_GONZALEZ_53652.pdf
Poder Judicial,ALEJANDRO MORENO LEON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRO_MORENO_LEON_54504.pdf
Poder Ejecutivo,PAULO ROLANDO OROZCO GALLARDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PAULO_ROLANDO_OROZCO_GALLARDO_54839.pdf
Poder Judicial,ALEJANDRO PEREZ ARRIBAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRO_PEREZ_ARRIBAS_54469.pdf
Poder Ejecutivo,CHRISTIAN PEREZ RIVERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CHRISTIAN_PEREZ_RIVERA_54041.pdf
Poder Ejecutivo,JUAN CARLOS RAMIREZ COVARRUBIAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_CARLOS_RAMIREZ_COVARRUBIAS_55139.pdf
Poder Legislativo,LUIS ALEJANDRO RUIZ MACIAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_ALEJANDRO_RUIZ_MACIAS_54372.pdf
Poder Ejecutivo,ARTURO RAMON TAMAYO SALAZAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ARTURO_RAMON_TAMAYO_SALAZAR_55400.pdf
Poder Judicial,MANUEL ALEJANDRO VALDEZ REYNOSO,
Poder Ejecutivo,ERNESTO VILLANUEVA AGUAYO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ERNESTO_VILLANUEVA_AGUAYO_55566.pdf
Poder Ejecutivo,JAVIER VILLASEÑOR GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAVIER_VILLASEÑOR_GARCIA_55206.pdf
Poder Judicial,EDITH AGUAYO CANDELAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDITH_AGUAYO_CANDELAS_52191.pdf
Poder Ejecutivo,LIZETTE ARROYO DELGADILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LIZETTE_ARROYO_DELGADILLO_52321.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",MARIA ANAYATZIN CASTAÑEDA CASTRO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_ANAYATZIN_CASTAÑEDA_CASTRO_52825.pdf
Poder Legislativo,JANET DE LOURDES GONZALEZ SANTOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JANET_DE_LOURDES_GONZALEZ_SANTOS_53427.pdf
"Poder Ejecutivo, Poder Legislativo",LILIA GEORGINA HERMOSILLO OROZCO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LILIA_GEORGINA_HERMOSILLO_OROZCO_53539.pdf
En Funciones,ALMA NOHEMI OSORIO ROJAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALMA_NOHEMI_OSORIO_ROJAS_54876.pdf
"Poder Ejecutivo, Poder Legislativo",SANDRA ELIZABETH RAMIREZ AGUILERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SANDRA_ELIZABETH_RAMIREZ_AGUILERA_54616.pdf
Poder Judicial,CLAUDIA ESPERANZA RIVERA MAYTORENA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CLAUDIA_ESPERANZA_RIVERA_MAYTORENA_54538.pdf
Poder Ejecutivo,MARISELA ROBLES ROBLES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARISELA_ROBLES_ROBLES_54473.pdf
Poder Legislativo,ANA PATRICIA ROSA VIVAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANA_PATRICIA_ROSA_VIVAR_54969.pdf
Poder Legislativo,MARCELA RUVALCABA GUTIERREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARCELA_RUVALCABA_GUTIERREZ_55164.pdf
Poder Legislativo,ATZIRI SANCHEZ GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ATZIRI_SANCHEZ_GARCIA_55149.pdf
Poder Judicial,OSCAR EDUARDO AHEDO IBARRA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OSCAR_EDUARDO_AHEDO_IBARRA_52222.pdf
Poder Judicial,AFIT ASCARY BECERRA PELAYO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/AFIT_ASCARY_BECERRA_PELAYO_52706.pdf
Poder Judicial,ALFONSO JOSE BORJA ARIAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALFONSO_JOSE_BORJA_ARIAS_52216.pdf
Poder Ejecutivo,ALBERTO CARRILLO RUVALCABA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALBERTO_CARRILLO_RUVALCABA_52523.pdf
"Poder Judicial, Poder Legislativo",ALAN CHRISTOPHER GONZALEZ PADILLA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALAN_CHRISTOPHER_GONZALEZ_PADILLA_53441.pdf
"Poder Ejecutivo, Poder Legislativo",IVAN LIEVICH GUILLEN GRAJEDA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IVAN_LIEVICH_GUILLEN_GRAJEDA_53342.pdf
Poder Judicial,JOSE ALEJANDRO MERINO GALINDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ALEJANDRO_MERINO_GALINDO_54117.pdf
Poder Ejecutivo,TXOMIN VALDEMAR NAVARRO CASTELLANOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/TXOMIN_VALDEMAR_NAVARRO_CASTELLANOS_54456.pdf
Poder Legislativo,JUAN CARLOS RODRIGUEZ SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_CARLOS_RODRIGUEZ_SANCHEZ_54401.pdf
Poder Ejecutivo,GONZALO GABRIEL ROSA VIVAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GONZALO_GABRIEL_ROSA_VIVAR_55059.pdf
Poder Ejecutivo,ANIBAL RUIZ SALAZAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANIBAL_RUIZ_SALAZAR_55579.pdf
"Poder Ejecutivo, Poder Judicial",NESTOR SALVADOR SAAVEDRA SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NESTOR_SALVADOR_SAAVEDRA_SANCHEZ_55404.pdf
"Poder Ejecutivo, Poder Legislativo",OMAR VAZQUEZ PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OMAR_VAZQUEZ_PEREZ_54963.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",YURIDIA ARIAS ALVAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YURIDIA_ARIAS_ALVAREZ_52310.pdf
Poder Legislativo,CINTHIA VANESSA CHAVIRA MENDOZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CINTHIA_VANESSA_CHAVIRA_MENDOZA_52770.pdf
Poder Legislativo,MONICA PATRICIA IÑIGUEZ SOTO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MONICA_PATRICIA_IÑIGUEZ_SOTO_54222.pdf
Poder Legislativo,ANGELICA SUSANA JIMENEZ AGUIRRE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANGELICA_SUSANA_JIMENEZ_AGUIRRE_53643.pdf
Poder Ejecutivo,GRETA LOZADA AMEZCUA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GRETA_LOZADA_AMEZCUA_53822.pdf
"Poder Ejecutivo, Poder Legislativo",MARIA GUADALUPE DE JESUS MEJIA PULIDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_GUADALUPE_DE_JESUS_MEJIA_PULIDO_53981.pdf
Poder Ejecutivo,ANA CARMINA OROZCO BARAJAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANA_CARMINA_OROZCO_BARAJAS_54811.pdf
Poder Legislativo,VERONICA RIZO LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VERONICA_RIZO_LOPEZ_54368.pdf
Poder Legislativo,EDITH ROQUE HUERTA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDITH_ROQUE_HUERTA_54968.pdf
Poder Judicial,KARLA LIZET ROSALES MARQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KARLA_LIZET_ROSALES_MARQUEZ_55109.pdf
Poder Ejecutivo,BLANCA BERENICE VELAZQUEZ GUERRERO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BLANCA_BERENICE_VELAZQUEZ_GUERRERO_54981.pdf
Poder Legislativo,JUAN ALBERTO ALDECO CAMACHO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_ALBERTO_ALDECO_CAMACHO_52708.pdf
Poder Judicial,ALBERTO ALDRETE RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALBERTO_ALDRETE_RAMIREZ_52439.pdf
Poder Legislativo,CARLOS BERNAL MORA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_BERNAL_MORA_52267.pdf
Poder Legislativo,CARLOS ALBERTO CORONA MARTIN DEL CAMPO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_ALBERTO_CORONA_MARTIN_DEL_CAMPO_53350.pdf
Poder Ejecutivo,JOSE DE JESUS FLORES HERRERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_DE_JESUS_FLORES_HERRERA_53023.pdf
Poder Legislativo,DANIEL GRANEROS NUÑO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DANIEL_GRANEROS_NUÑO_53584.pdf
Poder Ejecutivo,JAVIER ARTURO HERREJON CEDEÑO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAVIER_ARTURO_HERREJON_CEDEÑO_53482.pdf
Poder Legislativo,JULIO CESAR LOPEZ JARDINES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JULIO_CESAR_LOPEZ_JARDINES_54701.pdf
Poder Legislativo,ABRAHAN LEVI MARQUEZ SALCEDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ABRAHAN_LEVI_MARQUEZ_SALCEDO_53651.pdf
Poder Ejecutivo,NOE MORALES GUZMAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NOE_MORALES_GUZMAN_54208.pdf
Poder Judicial,FRANCISCO JAVIER MORENO LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_JAVIER_MORENO_LOPEZ_54505.pdf
Poder Judicial,RUBEN OLVERA ARREOLA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RUBEN_OLVERA_ARREOLA_54334.pdf
"Poder Ejecutivo, Poder Judicial",ARMANDO ARTURO PEREZ GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ARMANDO_ARTURO_PEREZ_GARCIA_54044.pdf
Poder Ejecutivo,JOSE ANASTASIO QUINTERO SEGURA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ANASTASIO_QUINTERO_SEGURA_55175.pdf
Poder Ejecutivo,JOSE GUADALUPE SANCHEZ RAMIREZ,
"Poder Judicial, Poder Legislativo",JOB DANIEL WONG IBARRA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOB_DANIEL_WONG_IBARRA_55046.pdf
Poder Legislativo,GRAHAM ALBERTO ZUBIA FELIX,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GRAHAM_ALBERTO_ZUBIA_FELIX_55058.pdf
"Poder Ejecutivo, Poder Judicial",ALMA THALIA AGUILAR CABELLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALMA_THALIA_AGUILAR_CABELLO_52198.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",CLAUDIA ELIZABETH GUADALUPE BARBOSA VILLEGAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CLAUDIA_ELIZABETH_GUADALUPE_BARBOSA_VILLEGAS_52703.pdf
Poder Legislativo,DIANA ALEJANDRA CALDERON EIVET,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DIANA_ALEJANDRA_CALDERON_EIVET_52605.pdf
Poder Legislativo,SANDRA NOHEMI CAVAZOS ALVAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SANDRA_NOHEMI_CAVAZOS_ALVAREZ_52713.pdf
Poder Ejecutivo,ANA MARIA DE LA ROSA GALINDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANA_MARIA_DE_LA_ROSA_GALINDO_52823.pdf
Poder Ejecutivo,MARIA NORA MACARENA GARZA GUERRA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_NORA_MACARENA_GARZA_GUERRA_53057.pdf
Poder Legislativo,MARIA DEL ROBLE GRAJALES FLORES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_DEL_ROBLE_GRAJALES_FLORES_54268.pdf
"Poder Judicial, Poder Legislativo",CYNTHIA CRISTINA LEAL GARZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CYNTHIA_CRISTINA_LEAL_GARZA_53814.pdf
En Funciones,ANGELICA LUCIO ROSALES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANGELICA_LUCIO_ROSALES_53825.pdf
"Poder Ejecutivo, Poder Legislativo",CLAUDIA JUDITH PATENA PUENTE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CLAUDIA_JUDITH_PATENA_PUENTE_54644.pdf
Poder Judicial,MARIA DEL SOCORRO PEREZ CORDOVA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_DEL_SOCORRO_PEREZ_CORDOVA_54070.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",MAGDA VICTORIA PUENTE PEÑA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MAGDA_VICTORIA_PUENTE_PEÑA_54805.pdf
Poder Legislativo,WENDY QUINTERO GALLARDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/WENDY_QUINTERO_GALLARDO_55176.pdf
Poder Ejecutivo,AIDA ARACELI REYES REYES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/AIDA_ARACELI_REYES_REYES_54667.pdf
Poder Legislativo,NANCY ELIZABETH RODRIGUEZ FLORES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NANCY_ELIZABETH_RODRIGUEZ_FLORES_55270.pdf
Poder Ejecutivo,ADAIRIS RODRIGUEZ ROCHA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ADAIRIS_RODRIGUEZ_ROCHA_55269.pdf
En Funciones,GLORIA SALGUERO RUIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GLORIA_SALGUERO_RUIZ_55596.pdf
Poder Legislativo,VICTOR HUGO ALEJO GUERRERO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTOR_HUGO_ALEJO_GUERRERO_52440.pdf
Poder Legislativo,RAUL ALVARADO ESTRADA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAUL_ALVARADO_ESTRADA_52242.pdf
Poder Judicial,CHRISTIAN LUIS CORONA CASTRO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CHRISTIAN_LUIS_CORONA_CASTRO_53568.pdf
Poder Legislativo,JOSE GUADALUPE FLORES GUEVARA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_GUADALUPE_FLORES_GUEVARA_53238.pdf
Poder Legislativo,HECTOR ROLANDO GUTIERREZ DOMINGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HECTOR_ROLANDO_GUTIERREZ_DOMINGUEZ_53376.pdf
Poder Ejecutivo,NOEL ISRAEL LOERA RUELAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NOEL_ISRAEL_LOERA_RUELAS_54024.pdf
Poder Judicial,OTONIEL LOPEZ VAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OTONIEL_LOPEZ_VAZQUEZ_54171.pdf
Poder Ejecutivo,NAPOLEON NEVAREZ TREVIÑO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NAPOLEON_NEVAREZ_TREVIÑO_54603.pdf
En Funciones,HELMUTH GERD PUTZ BOTELLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HELMUTH_GERD_PUTZ_BOTELLO_54807.pdf
