Poder de la Unión,Persona Candidata,CurriculumV Persona Candidata
Poder Legislativo,EVA BIBIANO MAYO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EVA_BIBIANO_MAYO_52276.pdf
Poder Ejecutivo,VERA LUCIA BURGUETE CRUZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VERA_LUCIA_BURGUETE_CRUZ_52329.pdf
Poder Ejecutivo,NOEMI CARREON MATA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NOEMI_CARREON_MATA_52484.pdf
Poder Ejecutivo,MARIBEL DELGADO JUAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIBEL_DELGADO_JUAREZ_52687.pdf
Poder Ejecutivo,ELIZABETH MIRIAM GARCIA BAILON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELIZABETH_MIRIAM_GARCIA_BAILON_53262.pdf
Poder Ejecutivo,MARELIE MENDOZA REYNA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARELIE_MENDOZA_REYNA_54100.pdf
En Funciones,NADIA SOCORRO MORENO JIMENEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NADIA_SOCORRO_MORENO_JIMENEZ_54338.pdf
Poder Judicial,EVELINA RAMIREZ VENEGAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EVELINA_RAMIREZ_VENEGAS_54418.pdf
Poder Ejecutivo,ADRIANA PATRICIA SALGADO GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ADRIANA_PATRICIA_SALGADO_GONZALEZ_55594.pdf
Poder Judicial,NAYELI URBANO JUAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NAYELI_URBANO_JUAREZ_54800.pdf
"Poder Ejecutivo, Poder Legislativo",VERONICA ZARATE LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VERONICA_ZARATE_LOPEZ_54738.pdf
Poder Ejecutivo,ABEL ABARCA VARGAS,
Poder Legislativo,ADOLFO ALBARRAN FIGUEROA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ADOLFO_ALBARRAN_FIGUEROA_52253.pdf
Poder Legislativo,AMHED ARAFATH ALCAZAR ABRAHAM,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/AMHED_ARAFATH_ALCAZAR_ABRAHAM_52257.pdf
Poder Judicial,SERGIO CALIXTO SUAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SERGIO_CALIXTO_SUAREZ_52606.pdf
Poder Legislativo,HEVER FERNANDEZ NAVA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HEVER_FERNANDEZ_NAVA_52936.pdf
Poder Ejecutivo,GENARO GARCIA CARRASCO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GENARO_GARCIA_CARRASCO_53018.pdf
En Funciones,ERIK GARCIA JAUREGUI,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ERIK_GARCIA_JAUREGUI_53595.pdf
"Poder Ejecutivo, Poder Legislativo",LIBRADO ANTONIO GOMEZ MORALES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LIBRADO_ANTONIO_GOMEZ_MORALES_53178.pdf
Poder Ejecutivo,RAUL GONZALEZ LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAUL_GONZALEZ_LOPEZ_53728.pdf
Poder Legislativo,VICTORIANO GUZMAN CONTRERAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTORIANO_GUZMAN_CONTRERAS_53529.pdf
Poder Judicial,EDGAR HERRERA BORJA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDGAR_HERRERA_BORJA_53485.pdf
En Funciones,ANGEL EDUARDO HERRERA RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANGEL_EDUARDO_HERRERA_RODRIGUEZ_53484.pdf
Poder Judicial,LUIS ROBERTO JIMENEZ CABRERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_ROBERTO_JIMENEZ_CABRERA_53328.pdf
Poder Ejecutivo,MARCELINO JOSEPH HAYDN JUAREZ MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARCELINO_JOSEPH_HAYDN_JUAREZ_MARTINEZ_53508.pdf
Poder Ejecutivo,CARLOS ALBERTO LARA GAONA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_ALBERTO_LARA_GAONA_53778.pdf
Poder Legislativo,CARLOS ALBERTO LARUMBE RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_ALBERTO_LARUMBE_RAMIREZ_53809.pdf
En Funciones,RODOLFO MARTINEZ GUZMAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RODOLFO_MARTINEZ_GUZMAN_54251.pdf
En Funciones,OMAR OLIVER CERVANTES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OMAR_OLIVER_CERVANTES_54864.pdf
Poder Ejecutivo,FRANCISCO IVAN RENDON CARBAJAL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_IVAN_RENDON_CARBAJAL_54848.pdf
Poder Ejecutivo,EMMANUEL REYNA VELEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EMMANUEL_REYNA_VELEZ_54816.pdf
Poder Judicial,VICTOR SILVA SANCHEZ,
Poder Legislativo,ANGEL ANDRES SUAZO RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANGEL_ANDRES_SUAZO_RODRIGUEZ_55288.pdf
En Funciones,PABLO ALEJANDRO TECOCOATZI JUAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PABLO_ALEJANDRO_TECOCOATZI_JUAREZ_54749.pdf
Poder Judicial,FREDDY TINOCO ISLAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FREDDY_TINOCO_ISLAS_55523.pdf
Poder Judicial,JOSE ANTONIO VALENTE RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ANTONIO_VALENTE_RAMIREZ_55539.pdf
En Funciones,JOSE ALVARO VARGAS ORNELAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ALVARO_VARGAS_ORNELAS_55218.pdf
Poder Ejecutivo,ELIZABETH AVILES CORNEJO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELIZABETH_AVILES_CORNEJO_52386.pdf
Poder Legislativo,YADIRA AZUCENA CORDOVA SALINAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YADIRA_AZUCENA_CORDOVA_SALINAS_52967.pdf
Poder Judicial,ITZA LIVIER GARCIA SEDANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ITZA_LIVIER_GARCIA_SEDANO_53283.pdf
Poder Ejecutivo,CARLA LILIANA GONZALEZ INFANTE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLA_LILIANA_GONZALEZ_INFANTE_54264.pdf
Poder Judicial,ANA ROSA HUERTA MORALES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANA_ROSA_HUERTA_MORALES_53789.pdf
"En Funciones, Poder Legislativo",KARLA AGLAE LOPEZ VEGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KARLA_AGLAE_LOPEZ_VEGA_53821.pdf
Poder Judicial,MONICA NOGUEZ ARREOLA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MONICA_NOGUEZ_ARREOLA_54611.pdf
Poder Judicial,IVONNE PEÑA RADA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IVONNE_PEÑA_RADA_54853.pdf
Poder Ejecutivo,ANA ISABEL QUINTERO MUÑOZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANA_ISABEL_QUINTERO_MUÑOZ_55173.pdf
Poder Ejecutivo,ANA KAREM RESENDIZ FORTUNAT,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANA_KAREM_RESENDIZ_FORTUNAT_54830.pdf
Poder Ejecutivo,LAURA RODRIGUEZ AGUILERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LAURA_RODRIGUEZ_AGUILERA_54396.pdf
Poder Ejecutivo,LISBETH NAYELI VERONICA SOTO ARROYO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LISBETH_NAYELI_VERONICA_SOTO_ARROYO_55311.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",YESICA MIREYA VAZQUEZ MEJIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YESICA_MIREYA_VAZQUEZ_MEJIA_54914.pdf
Poder Ejecutivo,JUANA LORENA HUERTA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUANA_LORENA_HUERTA_53919.pdf
Poder Judicial,ARTURO AMARO FLORES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ARTURO_AMARO_FLORES_52157.pdf
Poder Ejecutivo,ALBERTO BECERRIL FUENTES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALBERTO_BECERRIL_FUENTES_52598.pdf
Poder Legislativo,CARLOS RENE DE LEON CASTILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_RENE_DE_LEON_CASTILLO_52725.pdf
"Poder Ejecutivo, Poder Legislativo",GUILLERMO ALEJANDRO DIAZ CUMPIAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GUILLERMO_ALEJANDRO_DIAZ_CUMPIAN_52856.pdf
"Poder Ejecutivo, Poder Judicial",SAMUEL RODRIGO FIGUEROA HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SAMUEL_RODRIGO_FIGUEROA_HERNANDEZ_53058.pdf
En Funciones,JERONIMO GARCIA GOMEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JERONIMO_GARCIA_GOMEZ_53030.pdf
"Poder Judicial, Poder Legislativo",ARTURO GARCIA TORRES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ARTURO_GARCIA_TORRES_53725.pdf
Poder Legislativo,GENARO HERNANDEZ ARTEAGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GENARO_HERNANDEZ_ARTEAGA_53541.pdf
Poder Ejecutivo,FRANCISCO ALEJANDRO RESENDIZ VENEGAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_ALEJANDRO_RESENDIZ_VENEGAS_54831.pdf
Poder Ejecutivo,BENJAMIN RODRIGUEZ CUELLAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BENJAMIN_RODRIGUEZ_CUELLAR_54406.pdf
Poder Legislativo,MAXIMO SANCHEZ JIMENEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MAXIMO_SANCHEZ_JIMENEZ_54911.pdf
Poder Ejecutivo,JOSE GERARDO SINECIO RIOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_GERARDO_SINECIO_RIOS_55431.pdf
En Funciones,EDILTRUDIS ALONSO BARRON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDILTRUDIS_ALONSO_BARRON_52413.pdf
Poder Legislativo,LIZBETH GONZALEZ CORTES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LIZBETH_GONZALEZ_CORTES_53090.pdf
En Funciones,MA. DEL CARMEN LOPEZ FABIAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MA._DEL_CARMEN_LOPEZ_FABIAN_53041.pdf
Poder Ejecutivo,MARA IROMMY MUÑOZ GALVAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARA_IROMMY_MUÑOZ_GALVAN_54305.pdf
Poder Judicial,BLANCA TERESA RODRIGUEZ GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BLANCA_TERESA_RODRIGUEZ_GONZALEZ_55114.pdf
Poder Ejecutivo,BARBARA VALERIA ROSAS SIFUENTES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BARBARA_VALERIA_ROSAS_SIFUENTES_54934.pdf
Poder Ejecutivo,OSCAR GABRIEL CAMPOS CAMPOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OSCAR_GABRIEL_CAMPOS_CAMPOS_52789.pdf
Poder Legislativo,FRANCISCO DE LA FUENTE LIMON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_DE_LA_FUENTE_LIMON_52816.pdf
Poder Judicial,JAIME FRANCISCO FLORES MEDINA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAIME_FRANCISCO_FLORES_MEDINA_53027.pdf
Poder Ejecutivo,JOAQUIN FLORES RUIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOAQUIN_FLORES_RUIZ_53309.pdf
"En Funciones, Poder Judicial",RODOLFO GARCIA CAMACHO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RODOLFO_GARCIA_CAMACHO_53029.pdf
Poder Legislativo,ELISEO DIEGO GUTIERREZ SOTO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELISEO_DIEGO_GUTIERREZ_SOTO_53662.pdf
Poder Legislativo,JESUS ALONSO IBARRA ALANIS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_ALONSO_IBARRA_ALANIS_53881.pdf
"Poder Ejecutivo, Poder Judicial",JORGE EDUARDO MARIN VALADEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_EDUARDO_MARIN_VALADEZ_53644.pdf
Poder Ejecutivo,ROBERTO MARQUEZ ROMO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROBERTO_MARQUEZ_ROMO_53765.pdf
Poder Ejecutivo,HELIUD ARTEMIO PALOMO PIÑA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HELIUD_ARTEMIO_PALOMO_PIÑA_54522.pdf
Poder Legislativo,LUIS ARTURO RODRIGUEZ FERRER,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_ARTURO_RODRIGUEZ_FERRER_54875.pdf
Poder Ejecutivo,JOSE FERNANDO VEGA LARREA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_FERNANDO_VEGA_LARREA_54762.pdf
Poder Judicial,JORGE MARTIN ZAMORA GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_MARTIN_ZAMORA_GONZALEZ_54773.pdf
En Funciones,PAULINA CISNEROS NAJAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PAULINA_CISNEROS_NAJAR_52952.pdf
Poder Legislativo,KARLA SOLEDAD FELIX AGUAYO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KARLA_SOLEDAD_FELIX_AGUAYO_53049.pdf
"Poder Judicial, Poder Legislativo",VERONICA GUERRERO HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VERONICA_GUERRERO_HERNANDEZ_53534.pdf
Poder Ejecutivo,ROSA MARGARITA INZUNZA OSUNA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROSA_MARGARITA_INZUNZA_OSUNA_54221.pdf
Poder Judicial,BEATRIZ EUGENIA OLVERA ULLOA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BEATRIZ_EUGENIA_OLVERA_ULLOA_54490.pdf
Poder Legislativo,ROSA ISELA ORTEGA ELIAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROSA_ISELA_ORTEGA_ELIAS_55167.pdf
Poder Legislativo,HILDA IRENE RAMOS AMPARO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HILDA_IRENE_RAMOS_AMPARO_55223.pdf
Poder Ejecutivo,DENISSE VIRIDIANA ROMERO RUELAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DENISSE_VIRIDIANA_ROMERO_RUELAS_55022.pdf
Poder Legislativo,LAURA MARGARITA SEPULVEDA CASTRO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LAURA_MARGARITA_SEPULVEDA_CASTRO_55092.pdf
Poder Judicial,CESAR ANTONIO AVILA REYES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CESAR_ANTONIO_AVILA_REYES_52831.pdf
Poder Legislativo,JOSE CRUZ CAMPOS RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_CRUZ_CAMPOS_RAMIREZ_52787.pdf
Poder Legislativo,VICTOR HUGO CHAVEZ CALDERON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTOR_HUGO_CHAVEZ_CALDERON_52763.pdf
Poder Ejecutivo,EDWIN ANDREE HERNANDEZ SALCIDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDWIN_ANDREE_HERNANDEZ_SALCIDO_54270.pdf
Poder Ejecutivo,IRVING ADRIAN HERNANDEZ SALCIDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IRVING_ADRIAN_HERNANDEZ_SALCIDO_53756.pdf
Poder Judicial,MIGUEL ANGEL LECHUGA TEJEDA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIGUEL_ANGEL_LECHUGA_TEJEDA_53819.pdf
En Funciones,JOSE NOEL MORALES CHAVEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_NOEL_MORALES_CHAVEZ_53853.pdf
Poder Judicial,NOE MUNGUIA PATRICIO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NOE_MUNGUIA_PATRICIO_54077.pdf
Poder Ejecutivo,HECTOR VALENTIN NEWMAN GONZALEZ,
Poder Legislativo,MANUEL PINEDA TELLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MANUEL_PINEDA_TELLO_54519.pdf
Poder Ejecutivo,ISRAEL RAMIREZ DUARTE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ISRAEL_RAMIREZ_DUARTE_54439.pdf
Poder Ejecutivo,HERNAN DARIO SALDAÑA BRAMBILA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HERNAN_DARIO_SALDAÑA_BRAMBILA_55517.pdf
Poder Legislativo,RAUL ALEJANDRO SANDOVAL RODELA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAUL_ALEJANDRO_SANDOVAL_RODELA_55027.pdf
"Poder Ejecutivo, Poder Judicial",JUAN MIGUEL VILLAFUENTES PEÑA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_MIGUEL_VILLAFUENTES_PEÑA_55421.pdf
Poder Judicial,MARIA ROSARIO ESTRADA GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_ROSARIO_ESTRADA_GARCIA_53210.pdf
"Poder Ejecutivo, Poder Legislativo",ILSE SELENE GONZALEZ AREVALO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ILSE_SELENE_GONZALEZ_AREVALO_53089.pdf
Poder Legislativo,MARIA ANTONIA IBAÑEZ MORALES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_ANTONIA_IBAÑEZ_MORALES_53795.pdf
Poder Ejecutivo,FLORA MIJARES VAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FLORA_MIJARES_VAZQUEZ_54004.pdf
Poder Ejecutivo,SONIA RODRIGUEZ ROJAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SONIA_RODRIGUEZ_ROJAS_54399.pdf
Poder Ejecutivo,DAVID CANGAS AVILA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DAVID_CANGAS_AVILA_52569.pdf
Poder Legislativo,JOSE RICARDO CASTRO ROMERO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_RICARDO_CASTRO_ROMERO_52589.pdf
Poder Legislativo,LEOPOLDO JAVIER CHAVEZ VARGAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LEOPOLDO_JAVIER_CHAVEZ_VARGAS_52762.pdf
Poder Judicial,ALEJANDRO CORRAL ACEVEDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRO_CORRAL_ACEVEDO_53235.pdf
Poder Judicial,CARLOS EDUARDO LOPEZ FUENTES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_EDUARDO_LOPEZ_FUENTES_54162.pdf
Poder Ejecutivo,ERNESTO GUADALUPE MADERA ROCHA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ERNESTO_GUADALUPE_MADERA_ROCHA_53941.pdf
Poder Legislativo,DAVID RICARDO NUÑEZ RAYAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DAVID_RICARDO_NUÑEZ_RAYAS_54562.pdf
Poder Ejecutivo,EVER MARAT RAMIREZ ROSALES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EVER_MARAT_RAMIREZ_ROSALES_54540.pdf
"Poder Ejecutivo, Poder Legislativo",VICTOR MANUEL SARMIENTO VAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTOR_MANUEL_SARMIENTO_VAZQUEZ_54930.pdf
Poder Judicial,JOSE GERARDO TOVALIN VALDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_GERARDO_TOVALIN_VALDEZ_55322.pdf
Poder Legislativo,YAJAIRA ARELLANO MORALES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YAJAIRA_ARELLANO_MORALES_52300.pdf
En Funciones,MARIBEL CAMACHO FUENTES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIBEL_CAMACHO_FUENTES_52521.pdf
Poder Ejecutivo,ANA LUISA CARMONA MACIAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANA_LUISA_CARMONA_MACIAS_52776.pdf
Poder Judicial,ALANNA STEPHANIA GARCIA GOMEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALANNA_STEPHANIA_GARCIA_GOMEZ_53258.pdf
Poder Ejecutivo,MELISSA PELAEZ BADILLA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MELISSA_PELAEZ_BADILLA_54576.pdf
Poder Legislativo,DIANA LAURA RUIZ ORTEGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DIANA_LAURA_RUIZ_ORTEGA_54620.pdf
Poder Legislativo,GLADIS SALAZAR LUCERO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GLADIS_SALAZAR_LUCERO_55440.pdf
Poder Legislativo,LIBIA ZULEMA TORRES TAMAYO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LIBIA_ZULEMA_TORRES_TAMAYO_54928.pdf
Poder Ejecutivo,ANTONIO DE JESUS GUILLIN ALVAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANTONIO_DE_JESUS_GUILLIN_ALVAREZ_53344.pdf
Poder Ejecutivo,NINIVE DE FATIMA CASTRO MENDOZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NINIVE_DE_FATIMA_CASTRO_MENDOZA_52517.pdf
Poder Ejecutivo,ISABEL CECILIA GONZALEZ GLENNIE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ISABEL_CECILIA_GONZALEZ_GLENNIE_54018.pdf
Poder Legislativo,FRIDA SOFIA HOIL SANCHEZ,
Poder Legislativo,GLADYS LOPEZ SUASTEGUI,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GLADYS_LOPEZ_SUASTEGUI_53864.pdf
Poder Judicial,KARLA KARYNA MARTINEZ MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KARLA_KARYNA_MARTINEZ_MARTINEZ_53755.pdf
En Funciones,ANGELICA DEL CARMEN ORTUÑO SUAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANGELICA_DEL_CARMEN_ORTUÑO_SUAREZ_54634.pdf
Poder Ejecutivo,LANDY ROSALIA PAMPLONA PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LANDY_ROSALIA_PAMPLONA_PEREZ_54523.pdf
Poder Legislativo,MARIA JOSE PECH SAENZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_JOSE_PECH_SAENZ_54568.pdf
Poder Legislativo,GLENDE YANIRA REYES MENDIVIL,
En Funciones,GLORIA LUZ REYES ROJO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GLORIA_LUZ_REYES_ROJO_55301.pdf
Poder Judicial,XIMENA SANDOVAL LICEAGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/XIMENA_SANDOVAL_LICEAGA_55588.pdf
Poder Legislativo,DIANNA SILVA LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DIANNA_SILVA_LOPEZ_54918.pdf
Poder Legislativo,EUGENIA MARITZA VALENCIA HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EUGENIA_MARITZA_VALENCIA_HERNANDEZ_55295.pdf
En Funciones,JAVIER AGUIRRE FARFAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAVIER_AGUIRRE_FARFAN_52270.pdf
Poder Judicial,JORGE LUIS AREVALO CALDERON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_LUIS_AREVALO_CALDERON_52304.pdf
Poder Judicial,OCTAVIO ASENCIO FERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OCTAVIO_ASENCIO_FERNANDEZ_52368.pdf
"En Funciones, Poder Judicial",CIRO CARRERA SANTIAGO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CIRO_CARRERA_SANTIAGO_52487.pdf
Poder Legislativo,JESYMAR CASTILLO ARANGUTE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESYMAR_CASTILLO_ARANGUTE_52646.pdf
Poder Legislativo,ERICK CASTILLO FLORES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ERICK_CASTILLO_FLORES_52778.pdf
Poder Ejecutivo,DAVID ALBERTO DIAZ MATA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DAVID_ALBERTO_DIAZ_MATA_53205.pdf
Poder Legislativo,GUILLERMO JAVIER DOMINGUEZ GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GUILLERMO_JAVIER_DOMINGUEZ_GARCIA_53187.pdf
En Funciones,PEDRO DURAN SUAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PEDRO_DURAN_SUAREZ_52859.pdf
